center2,-1.594806,8.738271
center2,-1.66062,8.776811
center2,-6.765952,8.565541
center2,-6.759273,7.509556
center2,-6.738657,7.667452
center2,-6.408566,7.682653
center2,-6.356826,7.497513
center3,-3.394863,-1.08847
center3,-3.30445,-1.10715
center3,-3.293447,-1.28395
center3,-3.296859,-4.545298
center3,-3.334815,-4.934702
center3,-3.191435,-5.003643
center3,-3.146911,-4.943598
center3,-3.196979,-4.882663
center3,-3.272038,-4.875213
center3,-3.280397,-4.945377
center3,-3.133946,-4.99219
center3,-3.07296,-5.099827
center3,-2.98758,-5.143526
center3,-2.873455,-5.097047
center3,-2.95602,-5.008424
center4,-6.782303,7.932096
center4,-6.782874,8.475106
center4,-6.74108,8.493264
center4,-5.642762,8.594262
center4,-3.885395,8.671732
center4,-3.165087,8.6734
center4,-2.963501,8.63467
center4,-2.871101,8.666728
center4,-2.854187,8.756607
center4,-2.925263,8.842049
center4,-3.1095,9.331674
center4,-4.29197,11.483106
center4,-4.851224,12.385453
center4,-4.798341,12.704961
center4,-4.876958,12.798175
center4,-5.177477,12.938092
center4,-5.250831,13.0517
center4,-6.741788,15.63031
center4,-7.217307,16.372536
center4,-8.113186,17.973743
center4,-8.111907,18.033422
center4,-7.065337,18.038603
center4,-7.141395,18.763227
center4,-6.822673,18.895182
center4,-6.761405,18.879982
center4,-6.756569,18.684468
center4,-6.805759,18.803446
center4,-7.123909,18.687426
center4,-6.901861,18.792138
center4,-6.60361,18.535656
center5,-3.214891,-4.925584
center5,-3.226661,-4.977512
center5,-3.305559,-4.965837
center5,-3.317671,-4.872099
center5,-3.279544,-4.559197
center5,-3.271015,-1.560492
center5,-3.222141,-1.411491
center5,-3.246109,-1.099033
center5,-3.195955,-1.091027
center6,-7.130016,18.688916
center6,-7.141821,18.659816
center6,-7.124191,18.774158
center6,-6.787275,18.897217
center6,-6.793528,18.842365
center6,-7.14438,18.698545
center6,-7.208351,18.759335
center6,-8.436173,18.272124
center6,-8.563544,18.445577
center6,-8.545632,18.499884
center6,-7.991641,17.6359
center6,-4.593915,11.88323
center6,-4.410249,11.494415
center6,-3.117458,9.314071
center6,-3.035149,9.054987
center6,-3.08491,8.862987
center6,-3.220529,8.720291
center6,-6.77292,8.563317
center6,-6.75558,7.527358
center6,-6.749746,7.666163
center6,-6.705537,7.689135
center6,-6.397622,7.673757
center6,-6.402885,7.563118
center6,-6.527842,7.543481
center6,-6.496991,7.516972
center7,-7.578958,7.069413
center7,-7.480152,7.066633
center7,-7.450162,7.13613
center7,-7.327764,7.157624
center7,-6.887352,7.140389
center7,-6.740218,7.068123
center7,-6.627919,6.467481
center7,-6.704258,6.525859
center7,-6.636303,6.469149
center7,-3.930891,6.509924
center7,1.325695,6.687091
center7,2.005786,6.664663
center7,2.199406,6.561997
center7,2.869116,6.020289
center7,3.112489,5.752687
center7,3.930323,5.082738
center7,4.10632,4.862939
center7,4.168441,4.559009
center7,4.155365,2.741706
center7,5.554484,2.725772
center7,5.603384,2.172755
center8,16.4313,0.395871
center8,16.178682,0.371586
center8,15.962459,0.036334
center8,15.041981,0.066912
center8,14.157754,0.161061
center8,13.388538,0.0658
center8,11.762253,0.045051
center8,11.501532,0.069325
center8,11.341178,0.175516
center8,11.236265,0.309506
center8,11.202147,0.466847
center8,11.06425,3.250979
center8,10.918115,3.821598
center8,10.169506,4.935215
center8,9.65632,6.389456
center8,9.406688,6.955438
center8,8.15982,9.036273
center8,6.405728,11.369132
center8,6.160932,11.582626
center8,5.825432,11.735708
center8,5.527616,11.778707
center8,3.957191,11.802981
center8,2.287396,12.431977
center8,1.922052,12.52408
center8,-2.401978,12.630271
center8,-2.504187,12.703293
center8,-2.449035,12.799098
center8,-2.355637,12.790759
center8,-2.284834,12.725154
center8,-2.263655,12.510926
center8,-2.323933,12.433823
center8,-2.709467,12.277416
center8,-2.81594,12.100794
center8,-2.826039,11.99646
center8,-2.754818,11.802614
center8,-2.363314,11.552981
center8,-2.27674,11.386189
center8,-2.209066,8.739939
center8,-6.777756,8.557579
center8,-6.757567,7.51327
center8,-6.737949,7.668753
center8,-6.459035,7.674313
center8,-6.395916,7.664306
center8,-6.369185,7.495656
center8,-6.689186,7.507521
center8,-6.748466,7.459518
center8,-6.643698,5.390002
center8,-7.490678,5.348115
center8,-7.608811,5.30068
center8,-7.610517,4.943922
center8,-7.723814,4.984697
center8,-7.590183,4.952817
center8,-7.564031,4.129975
center8,-8.25208,4.088655
center8,-8.518909,4.050837
center8,-8.622542,3.975414
center8,-8.676133,3.998587
center8,-8.744224,4.056953
center8,-8.82412,5.221175
center8,-8.904724,5.729881
center8,-8.859807,5.903167
center8,-7.743432,6.428752
center8,-6.742214,6.477678
center8,-6.74833,6.443018
center8,-6.708523,6.542538
center8,-6.748611,7.663016
center8,-6.403874,7.674313
center8,-6.361935,7.499737
center9,16.489689771632673,0.3196017422172542
center9,15.85171235441415,0.29627515749520533
center9,15.548958930605654,0.2170666161057852
center9,15.341415695980782,0.21899929954914407
center9,15.139613108927193,0.11200070495257548
center9,14.839423769296582,0.0823401690416655
center9,13.432775243970498,0.1065362988345482
center9,10.554624290534635,0.023866909715377648
center9,9.275447120572272,-0.029191275167721617
center9,8.365492804371957,-0.12099935630682013
center9,7.434200592932085,-0.00636249012819719
center9,7.020719843063736,0.19333686813817638
center9,6.759488283464298,0.381184327971504
center9,6.598237638954616,0.689125397435613
center9,6.556749386238874,4.263559825666897
center9,6.455385360641227,4.96683220571538
center9,6.265776759494034,5.469670570149183
center9,6.053699669805059,5.788698780186846
center9,5.749133062608927,6.113351962662316
center9,3.6226370991530374,7.935977686058376
center9,2.8468144400928272,8.52692549739211
center9,2.2959869307520027,8.779507345397661
center9,1.950851437979326,8.866268747203469
center9,1.6174432073450957,8.88174878909972
center9,-6.0107040215923835,8.615935094500351
center9,-6.751166888664983,8.550485372834945
center9,-6.795212671296988,8.441047693743092
center9,-6.755970328305296,7.534424181503383
center9,-6.72190455947487,7.666403457069774
center9,-6.448778102172671,7.68784769090722
center9,-6.389601938249879,7.657827901466874
center9,-6.351684504991232,7.493647436691108
