center0,16.412818096894924,0.32090602347696806
center0,15.775077860469635,0.2992210201825559
center0,15.482505281145631,0.21394129246689425
center0,15.269802196422763,0.21183677763968126
center0,15.073365729397949,0.10072203577286451
center0,14.764689728719903,0.07765339344950073
center0,13.334442592875467,0.10576705498024462
center0,9.30449448168241,-0.024393550844882806
center0,8.36584148190796,-0.11950070087526324
center0,7.4207372137441014,0.030771829629788396
center0,6.99112339961508,0.24252552225003024
center0,6.750728092625741,0.41710076920211475
center0,6.595575567972082,0.7242462650093887
center0,6.553055836568891,4.2440105430927675
center0,6.439635426177312,4.986557063820445
center0,6.2442107946521475,5.492752750975913
center0,6.018323515757114,5.826674288129149
center0,5.717583923589313,6.141713783421758
center0,3.603761819924577,7.951699683493086
center0,2.8262691720082116,8.537776886719046
center0,2.271115525474197,8.782245471044337
center0,1.9289906243607198,8.867419220258904
center0,1.6220974706696445,8.881642629199224
center0,-6.015976442659525,8.61529094370416
center0,-6.747799464420297,8.551137711648465
center0,-6.795525981744552,8.430108133059418
center0,-6.756742731941504,7.538362961297343
center0,-6.72369779842852,7.665263829643567
center0,-6.448582346794157,7.68989708312911
center0,-6.391436452764935,7.665439723625508
center0,-6.3511506214616595,7.494047376737015
center1,-6.607584,7.516605
center1,-6.529966,7.524756
center1,-6.626213,7.521609
center1,-6.615125,7.47305
center1,-6.202015,7.440993
center1,-5.761177,7.479911
center1,-5.096157,7.454703
center1,-5.087201,6.692462
center1,-5.128006,6.544762
center1,-5.151172,6.503809
center1,-5.496199,6.523635
center1,-5.490229,6.646683
center1,-5.471319,6.549766
center1,-5.410333,6.541426
center1,-5.380479,6.634085
center2,17.138531,0.458685
center2,16.110872,0.363069
center2,15.937297,0.397539
center2,15.910139,0.330633
center2,15.990888,0.206095
center2,15.993882,0.040971
center2,15.203334,0.068024
center2,14.944609,0.123989
center2,15.03729,0.066545
center2,14.930535,0.067468
center2,14.196427,0.159393
center2,13.524874,0.041893
center2,9.965796,0.053936
center2,8.986047,-0.148617
center2,6.989718,-0.103583
center2,6.659191,-0.013148
center2,6.594512,0.086927
center2,6.575747,0.580633
center2,6.572054,4.658518
center2,6.524288,5.042885
center2,6.387245,5.401122
center2,6.212962,5.671326
center2,5.981531,5.91651
center2,3.055904,8.417284
center2,2.186466,8.864844
center2,1.856946,8.888751
