17.138531, 0.458685
17.122615, 0.457017
17.09063, 0.45406
17.058636, 0.45128
17.027656, 0.448122
16.997803, 0.445353
16.969366, 0.442573
16.941926, 0.44016
16.915775, 0.438114
16.88947, 0.435713
16.862466, 0.432933
16.833883, 0.430153
16.80432, 0.427373
16.773895, 0.424404
16.742626, 0.421435
16.710641, 0.418477
16.678084, 0.415319
16.645671, 0.412362
16.614257, 0.409582
16.583978, 0.406613
16.554832, 0.404022
16.526975, 0.401242
16.499109, 0.398462
16.471098, 0.395871
16.442815, 0.393458
16.414241, 0.390868
16.385377, 0.388088
16.357085, 0.385297
16.329654, 0.382895
16.302931, 0.380304
16.275491, 0.377702
16.246636, 0.3753
16.217636, 0.372698
16.189915, 0.370108
16.163047, 0.367517
16.136461, 0.365282
16.110872, 0.363069
16.086708, 0.362502
16.064386, 0.366027
16.043771, 0.373065
16.024724, 0.381038
16.006667, 0.3892
15.989327, 0.39735
15.971415, 0.40291
15.953503, 0.40291
15.937297, 0.397539
15.925211, 0.389567
15.915828, 0.378636
15.910293, 0.363992
15.908152, 0.347313
15.910139, 0.330633
15.916681, 0.313954
15.925927, 0.297086
15.934457, 0.279484
15.944683, 0.263171
15.958476, 0.249461
15.973266, 0.23723
15.984354, 0.222585
15.990888, 0.206095
15.995161, 0.189416
15.998991, 0.173103
16.001132, 0.156613
16.003264, 0.142158
16.00439, 0.127892
16.005823, 0.112135
16.008518, 0.096379
16.012211, 0.08248
16.015342, 0.070804
16.017193, 0.060986
16.017193, 0.05209
16.012356, 0.045229
16.005106, 0.042816
15.993882, 0.040971
15.979091, 0.040415
15.962459, 0.040226
15.943694, 0.040604
15.923368, 0.041148
15.902607, 0.041716
15.884414, 0.041716
15.865939, 0.04226
15.844897, 0.04375
15.823991, 0.044862
15.804092, 0.046341
15.7849, 0.047642
15.768131, 0.048754
15.755474, 0.049677
15.742824, 0.051901
15.727471, 0.053936
15.708706, 0.055793
15.687809, 0.056905
15.665914, 0.058206
15.643029, 0.059874
15.619863, 0.060986
15.596689, 0.062098
15.572951, 0.06321
15.548778, 0.064132
15.524188, 0.064877
15.499307, 0.0658
15.475143, 0.066167
15.451397, 0.066545
15.428658, 0.067101
15.407052, 0.067279
15.386863, 0.067279
15.367245, 0.067101
15.347482, 0.066734
15.328291, 0.067279
15.311087, 0.068213
15.29744, 0.068947
15.287631, 0.069136
15.280389, 0.069325
15.275553, 0.069692
15.273702, 0.069692
15.272568, 0.069881
15.270009, 0.069881
15.266307, 0.07007
15.263467, 0.069881
15.262042, 0.069881
15.260481, 0.069692
15.256217, 0.069503
15.251952, 0.069325
15.250536, 0.068769
15.248967, 0.06858
15.245128, 0.068024
15.242996, 0.067835
15.239866, 0.068024
15.237452, 0.068947
15.229912, 0.069325
15.218687, 0.069325
15.203334, 0.068024
15.176466, 0.0797
15.147184, 0.097302
15.051654, 0.116027
14.944609, 0.123989
15.03729, 0.066545
14.930535, 0.067468
14.827038, 0.081924
14.728949, 0.09768
14.629444, 0.113436
14.527371, 0.130482
14.420753, 0.144749
14.309016, 0.155312
14.196427, 0.159393
14.08498, 0.154022
13.97495, 0.132339
13.860075, 0.111023
13.746922, 0.092487
13.634052, 0.070804
13.524874, 0.041893
13.403755, 0.042638
13.284624, 0.047086
13.163931, 0.049121
13.042241, 0.048198
12.92183, 0.046152
12.801428, 0.044117
12.682868, 0.041893
12.570986, 0.039114
12.460674, 0.03689
12.355761, 0.034477
12.256819, 0.032264
12.155463, 0.029851
12.051403, 0.027816
11.943932, 0.026326
11.832622, 0.026326
11.721312, 0.027438
11.610002, 0.028361
11.498973, 0.030029
11.387808, 0.031519
11.277061, 0.034477
11.166323, 0.037446
11.052173, 0.038369
10.939438, 0.040415
10.825715, 0.042082
10.713125, 0.04375
10.604229, 0.045974
10.503155, 0.047831
10.405637, 0.048754
10.304989, 0.049866
10.209177, 0.051712
10.125016, 0.053202
10.094455, 0.053569
10.065736, 0.053936
10.038442, 0.054503
10.01328, 0.054503
9.989252, 0.054314
9.965796, 0.053936
9.943048, 0.053202
9.920871, 0.052268
9.899974, 0.051167
9.884621, 0.050233
9.873251, 0.04931
9.86444, 0.048565
9.856056, 0.047831
9.848234, 0.046897
9.83985, 0.045974
9.828761, 0.044484
9.815395, 0.042449
9.801748, 0.040604
9.788809, 0.038558
9.776296, 0.036145
9.764074, 0.033932
9.751996, 0.031886
9.741615, 0.030218
9.731661, 0.028183
9.722279, 0.026515
9.713604, 0.024102
9.705075, 0.022067
9.696835, 0.020399
9.687453, 0.018543
9.676365, 0.01613
9.665276, 0.013539
9.654324, 0.010759
9.643381, 0.007979
9.633862, 0.005199
9.625751, 0.002975
9.618646, 9.4E-4
9.611822, -7.28E-4
9.605996, -0.002395
9.599881, -0.004252
9.593057, -0.006098
9.585099, -0.008333
9.575427, -0.011102
9.564628, -0.014071
9.55638, -0.016117
9.551834, -0.017596
9.549983, -0.018341
9.550265, -0.018708
9.550265, -0.019453
9.544729, -0.021299
9.535483, -0.024634
9.52326, -0.02797
9.510321, -0.031684
